"ID","name","location","info","mob_name","wear","date"
"63","obsidian helm","The Obsidian Order",".. this object, an obsidian helm, is armor,
   and can be referred to as 'obsidian helm'.
It is of 35th level, weighs 7 pounds, and is worth 8 gold.
You can wear it on your head.
It glows with a soft light.
It cannot be used by those of pure soul.
Armor class bonus: 12 vs pierce, 12 vs bash, 12 vs slash, and 8 vs magic.
When worn, it
   modifies resistance to fire by 2
   modifies damage roll by 2
   modifies hit roll by 1
   modifies mana by 10
   modifies health by 20","elite obsidian soldier","head",NULL
"64","cloak of bear fur","Southern Ergoth","Object 'bear cloak fur' is type armor, extra flags no_locate.
Weight is 8, value is 0, level is 15.
restrict flags none.
Armor class is 10 pierce, 10 bash, 10 slash, and 6 vs. magic
Affects hit roll by 1.
Affects damage roll by 2.
Affects hp by 25.","ranger dressed in brown","body",NULL
"65","shadowy cloak","Southern Ergoth","Object 'cloak shadowy' is type armor, extra flags burn_proof.
Weight is 2, value is 4000, level is 15.
restrict flags none.
Armor class is 6 pierce, 6 bash, 6 slash, and 6 vs. magic
Affects mana by 25.
Affects armor class by -6.
Affects dexterity by 2.","dark-elf cleric","neck",NULL
"66","bracelet of entwined vines","Southern Ergoth","Object 'bracelet vines entwined' is type armor, extra flags magic anti-evil no_locate.
Weight is 0, value is 1800, level is 13.
restrict flags none.
Armor class is 8 pierce, 8 bash, 6 slash, and 4 vs. magic
Affects damage roll by 2.
Affects hp by 20.
Affects armor class by -5.","Kagonesti elder","wrist",NULL
"67","flail with bronze spiked ball","Southern Ergoth","Object 'flail cherred bronze' is type weapon, extra flags glow hum magic anti-evil no_locate burn_proof.
Weight is 8, value is 0, level is 15.
restrict flags none.
Weapon type is flail
Damage is 6d6 (average 21)
Damage noun is wrath.
Affects hp by 20.
Affects hit roll by 4.
Affects damage roll by 3.","Kagonesti elde","wield",NULL
"68","spider-shaped kris","Drannor, Drow Enclaves",".. this object, a spider-shaped kris, is a dagger,
   and can be referred to as 'spider kris blade'.
It is of 35th level, weighs 3 pounds, and is worth 266 gold and 80 silver.
It sheds a magical aura.
The curse upon it won't let you remove or drop it.
It deals 5d9 damage (averaging at 25).
Its attacks take the form of a bite.
It is layered in deadly poison.
When worn, it
   modifies hit roll by 4
   modifies damage roll by 4
   modifies armor class by -10
   modifies reflex save by 4
   modifies will save by 5","dark-elven antipaladin","wield","2026-03-22 09:45:43"
"69","spider-spun cloak","Drannor, Drow Enclaves",".. this object, a spider-spun cloak, is armor,
   and can be referred to as 'spider cloak'.
It is of 35th level, weighs 0 pounds, and is worth 100 gold.
You can wear it around your neck.
It sheds a magical aura.
Armor class bonus: 8 vs pierce, 8 vs bash, 8 vs slash, and 8 vs magic.
When worn, it
   modifies dexterity by 1
   modifies moves by 30
   modifies health by 25
   modifies mana by 10
   modifies armor class by -5
   modifies hit roll by 4
   modifies damage roll by 4
   modifies reflex save by 4
   modifies will save by 4","dark-elven antipaladin","neck","2026-03-22 09:40:10"
"70","some dark-elven leggings","Drannor, Drow Enclaves",".. this object, some dark-elven leggings, is armor,
   and can be referred to as 'leggings dark-elven dark-elf'.
It is of 35th level, weighs 8 pounds, and is worth 200 gold.
You can wear it on your legs.
It hums faintly and sheds a magical aura.
It can only be used by those of darkened soul.
It is designed to be used by elves.
Armor class bonus: 10 vs pierce, 10 vs bash, 5 vs slash, and 10 vs magic.
When worn, it
   modifies dexterity by 2
   modifies moves by 50
   modifies health by 30
   modifies mana by 10
   modifies reflex save by 7
   modifies damage roll by 5
   modifies hit roll by 5
   modifies resistance to holy by 3","dark-elven antipaladin","legs","2026-03-22 09:41:19"
"71","ring of black stained quartz","Ruins of Myth Drannor",".. this object, a ring of black stained quartz, is armor,
   and can be referred to as 'black quartz ring'.
It is of 32nd level, weighs 1 pound, and is worth 165 gold.
You can wear it on your finger.
It hums faintly.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 8 vs magic.
When worn, it
   modifies intelligence by 2
   modifies hit roll by 2
   modifies damage roll by 3
   modifies health by 35
   modifies mana by 35
   modifies armor class by -15
   modifies reflex save by 3
   modifies will save by 4
   modifies resistance to negative by 10","black golem","finger","2026-03-22 09:23:58"
"72","spiked mace of blue stone","Grove Hierophants",".. this object, a spiked mace of blue stone, is a mace,
   and can be referred to as 'mace spiked blue stone'.
It is of 24th level, weighs 3 pounds, and is worth 45 gold.
It glows with a soft light.
It cannot be used by those of darkened soul.
Only priests can use it.
It deals 4d11 damage (averaging at 24).
Its attacks take the form of magic.
When worn, it
   modifies resistance to energy by 5
   modifies resistance to lightning by 6
   modifies mana by 35
   modifies health by 35
   modifies damage roll by 4
   modifies hit roll by -2","nymph temptress","wield",NULL
"73","leggings made of green wyrm's scales","Grove of Hierophant",".. this object, leggings made of green wyrm's scales, is armor,
   and can be referred to as 'plate leg legplate bone'.
It is of 28th level, weighs 11 pounds, and is worth 120 gold.
You can wear it on your legs.
Armor class bonus: 12 vs pierce, 12 vs bash, 12 vs slash, and 12 vs magic.
When worn, it
   modifies hit roll by -2
   modifies dexterity by -2
   modifies damage roll by 4","young green wyvern","legs",NULL
"74","helm made of green wyrm's jawbone","Grove of Hierophants",".. this object, a helm made of green wyrm's jawbone, is armor,
   and can be referred to as 'helm serpent jawbone'.
It is of 28th level, weighs 3 pounds, and is worth 120 gold.
You can wear it on your head.
It cannot be located by magical means.
Armor class bonus: 12 vs pierce, 12 vs bash, 12 vs slash, and 12 vs magic.
When worn, it
   modifies dexterity by -2
   modifies hit roll by -2
   modifies damage roll by 4","young green wyvern","head",NULL
"75","carved ring of blue stone","Grove of Hierophants","Object 'ring blue' is type armor, extra flags glow magic anti-evil.
Weight is 3, value is 24, level is 12.
restrict flags cleric_only.
Armor class is 9 pierce, 9 bash, 9 slash, and 9 vs. magic
Affects will save by 2.
Affects armor class by -6.
Affects hit roll by 1.
Affects damage roll by 2.","beautiful faerie","finger",NULL
"76","black staff flickering with a bright light","Grove of Hierophants","A warm wave of magic flows through your hands as you perceive that..
.. this object, a black staff flickering with a bright light, is a staff,
   and can be referred to as 'staff black archdruid'.
It is of 1st level, weighs 7 pounds, and is worth 8 gold.
Only druids can use it.
It deals 3d15 damage (averaging at 24).
Its attacks take the form of force of nature.
It is designed to be used with two hands.
When worn, it
   modifies damage roll by 5","ancient forest hag","wield",NULL
"77","flowing cloak of dark crimson silk","Grove of Hierophants",".. this object, a flowing cloak of dark crimson silk, is armor,
   and can be referred to as 'cloak crimson'.
It is of 28th level, weighs 4 pounds, and is worth 216 gold.
You can wear it around your body.
It can only be used by those of darkened soul.
Only true wizards can use it.
Armor class bonus: 6 vs pierce, 6 vs bash, 6 vs slash, and 6 vs magic.
When worn, it
   modifies will save by 3
   modifies health by 50
   modifies mana by 50","ancient forest hag","body",NULL
"78","hard adamantite helmet","Thorbardin",".. this object, a hard adamantite helmet, is armor,
   and can be referred to as 'adamantite hard helmet'.
It is of 35th level, weighs 9 pounds, and is worth 70 gold.
You can wear it on your head.
It hums faintly.
Armor class bonus: 20 vs pierce, 20 vs bash, 20 vs slash, and 20 vs magic.
When worn, it
   modifies mana by 30
   modifies health by 30
   modifies hit roll by 3
   modifies damage roll by 3
   modifies fortitude save by 5
   modifies resistance to earth by 5
   modifies resistance to poison by 5","dwarven miner","head","2026-03-22 10:08:13"
"79","mithril halflings mace","Mithril Hall",".. this object, mithril halflings mace, is a mace,
   and can be referred to as 'mithril halflings mace'.
It is of 30th level, weighs 3 pounds, and is worth 90 gold.
It sheds a magical aura.
It deals 10d4 damage (averaging at 25).
Its attacks take the form of a crush.
When worn, it
   modifies hit roll by 4
   modifies damage roll by 4
   modifies artifact find by 10","Regis the Halfling","wield","2025-11-10 23:27:53"
"80","royal rakshasa signet ring","drannor, rakhasa domain",".. this object, a royal rakshasa signet ring, is armor,
   and can be referred to as 'signet ring royal rakshasa'.
It is of 32nd level, weighs 1 pound, and is worth 190 gold.
You can wear it on your finger.
It glows with a soft light and sheds a magical aura.
Armor class bonus: 6 vs pierce, 4 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
   modifies hit roll by 3
   modifies damage roll by 3
   modifies mana by 40
   modifies health by 30
   modifies fortitude save by 5
   modifies physical resistance by 3","daedalus, the rakshasa prince. king also","finger","2026-03-22 09:28:18"
"81","emblem of rakshasa pride","drannor, rakhasa domain",".. this object, an emblem of rakshasa pride, is armor,
   and can be referred to as 'steel shield emblem rakshasa pride'.
It is of 37th level, weighs 15 pounds, and is worth 260 gold and 99 silver.
You can use it as a shield.
It hums faintly and sheds a magical aura.
Armor class bonus: 20 vs pierce, 20 vs bash, 20 vs slash, and 0 vs magic.
When worn, it
   modifies hit roll by 3
   modifies damage roll by 3
   modifies reflex save by 4
   modifies health by 45
   modifies mana by 45
   modifies physical resistance by 5","daedalus, the rakshasa prince","shield","2026-03-22 09:28:50"
"82","dual-bladed axe named 'Beholderkin Slayer","drannor, rakhasa domain",".. this object, a dual-bladed axe named 'Beholderkin Slayer', is an axe,
   and can be referred to as 'dual dual-bladed axe beholderkin slayer'.
It is of 37th level, weighs 16 pounds, and is worth 234 gold.
It sheds a magical aura.
The curse upon it won't let you drop it.
It deals 4d14 damage (averaging at 30).
Its attacks take the form of a slice.
It is razor sharp and is designed to be used with two hands.
When worn, it
   modifies hit roll by 7
   modifies damage roll by 7
   modifies resist magic by 5","daedalus, the rakshasa prince","wield","2026-03-22 09:27:40"
"83","diamond studded necklace","drannor, rakhasa domain",".. this object, a diamond studded necklace, is treasure,
   and can be referred to as 'necklace diamond'.
It is of 35th level, weighs 1 pound, and is worth 120 gold and 99 silver.
You can wear it around your neck.
When worn, it
   modifies health by 40
   modifies mana by 40
   modifies armor class by -8
   modifies will save by 4
   modifies fortitude save by 4","rakshasa king","neck","2026-03-22 09:28:41"
"84","crown of gold","drannor, rakhasa domain",".. this object, a crown of gold, is treasure,
   and can be referred to as 'golden crown gold'.
It is of 37th level, weighs 7 pounds, and is worth 119 gold and 99 silver.
You can wear it on your head.
It glows with a soft light and sheds a magical aura.
When worn, it
   modifies strength by 1
   modifies dexterity by 1
   modifies wisdom by 2
   modifies hit roll by 3
   modifies damage roll by 3
   modifies armor class by -10
   modifies all saves by 5","rakshasa king","head","2026-03-22 09:28:28"
"86","robe of pain","Varggin Shih",".. this object, the robe of pain, is armor,
   and can be referred to as 'robe pain black'.
It is of 30th level, weighs 3 pounds, and is worth 170 gold.
You can wear it around your body.
It glows with a soft light and hums faintly.
Armor class bonus: 0 vs pierce, 0 vs bash, 0 vs slash, and 0 vs magic.
When worn, it
   modifies mana by 200
   modifies health by -200
   modifies fortitude save by 10","shaman of varggin shin","body","2025-10-29 16:54:18"
"87","steel longsword","Shadowdale","Object 'steel sword longsword' is type weapon, extra flags none.
Weight is 9, value is 9000, level is 16.
restrict flags none.
Weapon type is sword
Damage is 6d5 (average 18)
Damage noun is slash.","watchman","wield",NULL
"88","smooth-steel ring","Shadowdale","Object 'steel ring' is type armor, extra flags anti-evil.
Weight is 1, value is 10000, level is 22.
restrict flags none.
Armor class is 5 pierce, 6 bash, 4 slash, and 0 vs. magic
Affects mana by 15.
Affects hp by 15.
Affects damage roll by 1.
Affects hit roll by 1.","watchman","finger",NULL
